#序号,经度,纬度,航向角(度)
1,120.06770772,30.32123834,163.85
2,120.06773795,30.32114824,253.70
3,120.06772762,30.32114563,343.85
4,120.06769739,30.32123573,253.70
5,120.06768706,30.32123312,163.85
6,120.06771729,30.32114302,253.70
7,120.06770696,30.32114042,343.85
8,120.06767673,30.32123052,253.70
9,120.06766640,30.32122791,163.85
10,120.06769663,30.32113781,253.70
11,120.06768630,30.32113520,343.85
12,120.06765607,30.32122530,253.70
13,120.06764575,30.32122269,163.85
14,120.06767597,30.32113259,253.70
15,120.06766564,30.32112998,343.85
16,120.06763542,30.32122008,253.70
17,120.06762509,30.32121748,163.85
18,120.06765531,30.32112738,253.70
19,120.06764498,30.32112477,343.85
20,120.06761476,30.32121487,253.70
21,120.06760443,30.32121226,163.85
22,120.06763465,30.32112216,253.70
23,120.06762432,30.32111955,343.85
24,120.06759410,30.32120965,253.70
25,120.06758377,30.32120704,163.85
26,120.06761399,30.32111694,163.85
