#序号,经度,纬度,航向角(度)
#bridge_5B-6B
#south_20
167,110.64743614,35.60283426,89.79
168,110.64776980,35.60283526,179.79
169,110.64776985,35.60282444,269.79
170,110.64743619,35.60282344,179.79
171,110.64743624,35.60281262,89.79
172,110.64776990,35.60281362,179.79
173,110.64776995,35.60280280,269.79
174,110.64743629,35.60280181,179.79
175,110.64743634,35.60279099,89.79
176,110.64777000,35.60279198,179.79
177,110.64777004,35.60278116,269.79
178,110.64743638,35.60278017,179.79
179,110.64743643,35.60276935,89.79
180,110.64777009,35.60277034,179.79
181,110.64777014,35.60275952,269.79
182,110.64743648,35.60275853,179.79
183,110.64743653,35.60274771,89.79
184,110.64777019,35.60274870,179.79
185,110.64777024,35.60273788,269.79
186,110.64743658,35.60273689,179.79
187,110.64743663,35.60272607,89.79
188,110.64777029,35.60272706,179.79
189,110.64777033,35.60271624,269.79
190,110.64743667,35.60271525,179.79
191,110.64743672,35.60270443,89.79
192,110.64777038,35.60270542,179.79
193,110.64777043,35.60269460,269.79
194,110.64743677,35.60269361,179.79
195,110.64743682,35.60268279,89.79
196,110.64777048,35.60268378,179.79
197,110.64777053,35.60267296,269.79
198,110.64743687,35.60267197,179.79
199,110.64743690,35.60266557,89.79
200,110.64777055,35.60266656,134.92
#bridge_20-21b
201,110.64777166,35.60266566,179.82
202,110.64777254,35.60244104,269.89
#south_21_long_block
203,110.64728150,35.60244029,359.68
204,110.64728063,35.60256749,89.68
205,110.64729387,35.60256755,179.68
206,110.64729474,35.60244035,89.68
207,110.64730799,35.60244041,359.68
208,110.64730712,35.60256761,89.68
209,110.64732037,35.60256767,179.68
210,110.64732124,35.60244047,89.68
211,110.64733449,35.60244053,359.68
212,110.64733362,35.60256773,89.68
213,110.64734687,35.60256779,179.68
214,110.64734773,35.60244059,89.68
215,110.64736098,35.60244065,359.68
216,110.64736011,35.60256785,89.68
217,110.64737336,35.60256791,179.68
218,110.64737423,35.60244071,89.68
219,110.64738748,35.60244077,359.68
220,110.64738661,35.60256797,89.68
221,110.64739986,35.60256803,179.68
222,110.64740073,35.60244083,89.68
223,110.64741397,35.60244089,359.68
224,110.64741310,35.60256809,89.68
225,110.64742635,35.60256815,179.68
226,110.64742722,35.60244095,85.39
#south_21
227,110.64743710,35.60244160,89.93
228,110.64777143,35.60244194,359.93
229,110.64777142,35.60245080,269.93
230,110.64743709,35.60245045,359.93
231,110.64743707,35.60246127,89.93
232,110.64777140,35.60246162,359.93
233,110.64777138,35.60247244,269.93
234,110.64743706,35.60247209,359.93
235,110.64743704,35.60248291,89.93
236,110.64777137,35.60248326,359.93
237,110.64777135,35.60249408,269.93
238,110.64743702,35.60249373,359.93
239,110.64743701,35.60250455,89.93
240,110.64777133,35.60250490,359.93
241,110.64777132,35.60251572,269.93
242,110.64743699,35.60251537,359.93
243,110.64743697,35.60252619,89.93
244,110.64777130,35.60252654,359.93
245,110.64777128,35.60253736,269.93
246,110.64743696,35.60253701,359.93
247,110.64743694,35.60254783,89.93
248,110.64777127,35.60254818,359.93
249,110.64777125,35.60255899,269.93
250,110.64743692,35.60255865,89.93
251,110.64777125,35.60255899,44.80
#bridge_21-22b
252,110.64777235,35.60255990,179.77
253,110.64777310,35.60240849,269.52
#south_22_long_block
254,110.64728186,35.60240517,179.66
255,110.64728279,35.60227779,89.66
256,110.64729604,35.60227785,359.66
257,110.64729511,35.60240523,89.66
258,110.64730836,35.60240530,179.66
259,110.64730928,35.60227792,89.66
260,110.64732253,35.60227798,359.66
261,110.64732160,35.60240536,89.66
262,110.64733485,35.60240543,179.66
263,110.64733578,35.60227805,89.66
264,110.64734903,35.60227811,359.66
265,110.64734810,35.60240549,89.66
266,110.64736135,35.60240555,179.66
267,110.64736228,35.60227818,89.66
268,110.64737552,35.60227824,359.66
269,110.64737460,35.60240562,89.66
270,110.64738784,35.60240568,179.66
271,110.64738877,35.60227830,89.66
272,110.64740202,35.60227837,359.66
273,110.64740109,35.60240575,89.66
274,110.64741434,35.60240581,179.66
275,110.64741527,35.60227843,89.66
276,110.64742852,35.60227850,359.66
277,110.64742759,35.60240588,80.80
#south_22
278,110.64743784,35.60240723,89.92
279,110.64777200,35.60240759,179.93
280,110.64777201,35.60239677,269.92
281,110.64743786,35.60239641,179.92
282,110.64743788,35.60238559,89.92
283,110.64777203,35.60238595,179.93
284,110.64777205,35.60237513,269.92
285,110.64743790,35.60237477,179.92
286,110.64743791,35.60236395,89.92
287,110.64777207,35.60236431,179.93
288,110.64777208,35.60235349,269.92
289,110.64743793,35.60235313,179.92
290,110.64743795,35.60234231,89.92
291,110.64777210,35.60234267,179.93
292,110.64777212,35.60233185,269.92
293,110.64743797,35.60233149,179.92
294,110.64743798,35.60232067,89.92
295,110.64777213,35.60232103,179.93
296,110.64777215,35.60231021,269.92
297,110.64743800,35.60230985,179.92
298,110.64743802,35.60229903,89.92
299,110.64777217,35.60229939,179.93
300,110.64777218,35.60229022,269.92
301,110.64743803,35.60228986,89.92
302,110.64777218,35.60229022,135.05
#bridge_22-23b
303,110.64777329,35.60228932,179.65
304,110.64777458,35.60211783,270.06
#south_23_small_block
305,110.64727091,35.60211823,270.27
306,110.64720169,35.60211850,0.27
307,110.64720175,35.60212932,90.27
308,110.64727097,35.60212905,147.24
#south_23
309,110.64728126,35.60211606,89.58
310,110.64777346,35.60211896,359.59
311,110.64777337,35.60212978,269.58
312,110.64728116,35.60212688,359.59
313,110.64728107,35.60213770,89.58
314,110.64777327,35.60214060,359.59
315,110.64777318,35.60215142,269.58
316,110.64728097,35.60214851,359.59
317,110.64728087,35.60215933,89.58
318,110.64777308,35.60216224,359.59
319,110.64777298,35.60217306,269.58
320,110.64728078,35.60217015,359.59
321,110.64728068,35.60218097,89.58
322,110.64777289,35.60218388,44.46
#bridge_23-24b
323,110.64777398,35.60218478,179.83
324,110.64777436,35.60207956,224.38
#south_24
325,110.64777326,35.60207865,269.51
326,110.64720163,35.60207469,179.52
327,110.64720174,35.60206387,89.51
328,110.64777338,35.60206783,179.52
329,110.64777349,35.60205701,269.51
330,110.64720185,35.60205306,179.52
331,110.64720196,35.60204224,89.51
332,110.64777360,35.60204619,179.52
333,110.64777371,35.60203537,269.51
334,110.64720207,35.60203142,179.52
335,110.64720219,35.60202060,89.51
336,110.64777383,35.60202456,179.52
337,110.64777394,35.60201374,269.51
338,110.64720230,35.60200978,179.52
339,110.64720241,35.60199896,89.51
340,110.64777405,35.60200292,179.52
341,110.64777416,35.60199210,269.51
342,110.64720252,35.60198814,179.52
343,110.64720264,35.60197732,89.51
344,110.64777427,35.60198128,179.52
345,110.64777439,35.60197046,269.51
346,110.64720275,35.60196650,179.52
347,110.64720286,35.60195568,89.51
348,110.64777450,35.60195964,179.52
349,110.64777461,35.60194882,269.51
350,110.64720297,35.60194486,179.52
351,110.64720309,35.60193404,89.51
352,110.64777472,35.60193800,179.52
353,110.64777480,35.60193057,269.51
354,110.64720316,35.60192661,89.51
355,110.64777480,35.60193057,359.86
#back_24B-23A
356,110.64777436,35.60207956,0.27
357,110.64777458,35.60211783,359.59
#back_23B-22A
358,110.64777398,35.60218478,359.69
359,110.64777329,35.60228932,359.93
#back_22B-21A
360,110.64777310,35.60240849,359.19
361,110.64777254,35.60244104,359.93
#back_21B-20A
362,110.64777235,35.60255990,359.70
363,110.64777166,35.60266566,359.79
#back_20B-19A
364,110.64777090,35.60283616,359.24
365,110.64777038,35.60286840,359.86
#back_19B-18A
366,110.64776966,35.60310123,359.77
367,110.64776917,35.60320370,0.82
#back_18B-17A
368,110.64777027,35.60326632,358.46
369,110.64776897,35.60330588,359.67
#back_17B-16A
370,110.64776797,35.60344504,0.25
371,110.64776811,35.60346909,359.83
#back_16B-15A
372,110.64776761,35.60360864,359.77
373,110.64776706,35.60371975,359.88
#back_15B-14A
374,110.64776678,35.60382802,0.61
375,110.64776724,35.60386301,359.57
#back_14B-13A
376,110.64776557,35.60404402,359.72
377,110.64776491,35.60415390,359.88
#back_13B-12A
378,110.64776464,35.60426222,359.99
379,110.64776464,35.60429273,359.83
#back_12B-11A
380,110.64776416,35.60442191,359.55
381,110.64776313,35.60452750,359.90
#back_11B-10A
382,110.64776265,35.60475014,359.63
383,110.64776183,35.60485292,359.73
#back_9A-8B
384,110.64776099,35.60500043,359.87
385,110.64776029,35.60525247,359.63
#back_7A-7bA
386,110.64776001,35.60528695,269.85
387,110.64741624,35.60528620,0.00
#back_7bA-6A
388,110.64741624,35.60528620,0.14
389,110.64741690,35.60550265,359.88
#back_6B-5A
390,110.64741642,35.60568374,359.97
391,110.64741640,35.60571754,359.77
#back_5B-4A
392,110.64741549,35.60589857,0.21
393,110.64741564,35.60593336,0.21
