序号,经度,纬度,航向角(度)
#bridge_E4midA-B
1,110.64741349,35.60595949,359.73
2,110.64741311,35.60602610,359.81
#E4-E4out1
3,110.64741280,35.60610103,89.74
4,110.64742855,35.60610108,0.10
#bridge_E3out2-E3
5,110.64742867,35.60615718,270.80
6,110.64741312,35.60615735,359.85
#bridge_E3out2-E3_mid
7,110.64741284,35.60624566,359.85
#bridge_3B-2A
8,110.64741256,35.60633397,359.77
9,110.64741239,35.60636701,359.85
#bridge_3B-2A_mid
10,110.64741210,35.60645824,359.85
#bridge_2B-1A
11,110.64741182,35.60654946,359.82
12,110.64741168,35.60658413,326.63
#bridge_2B-1A_mid
13,110.64733919,35.60667361,326.63
#E1_start
14,110.64726669,35.60676309,90.07
15,110.64740972,35.60676295,180.07
16,110.64740971,35.60675393,270.07
17,110.64726668,35.60675407,180.07
18,110.64726666,35.60674505,90.07
19,110.64740970,35.60674492,180.07
20,110.64740968,35.60673590,270.07
21,110.64726665,35.60673604,180.07
22,110.64726664,35.60672702,90.07
23,110.64740967,35.60672689,180.07
24,110.64740966,35.60671787,270.07
25,110.64726663,35.60671800,180.07
26,110.64726661,35.60670899,90.07
27,110.64740965,35.60670885,180.07
28,110.64740963,35.60669984,270.07
29,110.64726660,35.60669997,180.07
30,110.64726659,35.60669095,90.07
31,110.64740962,35.60669082,180.07
32,110.64740961,35.60668180,270.07
33,110.64726658,35.60668194,180.07
34,110.64726656,35.60667292,90.07
35,110.64740960,35.60667279,180.07
36,110.64740958,35.60666377,270.07
37,110.64726655,35.60666391,180.07
38,110.64726654,35.60665489,90.07
39,110.64740957,35.60665475,180.07
40,110.64740956,35.60664574,270.07
41,110.64726652,35.60664587,180.07
42,110.64726651,35.60663686,90.07
43,110.64740954,35.60663672,180.07
44,110.64740953,35.60662770,270.07
45,110.64726650,35.60662784,180.07
46,110.64726649,35.60661882,90.07
47,110.64740952,35.60661869,180.07
48,110.64740951,35.60660967,270.07
49,110.64726647,35.60660981,180.07
50,110.64726646,35.60660079,90.07
51,110.64740949,35.60660066,180.07
52,110.64740948,35.60659164,270.07
53,110.64726645,35.60659177,180.07
54,110.64726644,35.60658787,90.07
55,110.64740947,35.60658774,153.58
#bridge_1A_2B
56,110.64741168,35.60658413,179.82
57,110.64741182,35.60654946,206.31
#E2
58,110.64740962,35.60654585,269.85
59,110.64726697,35.60654555,179.85
60,110.64726699,35.60653653,89.85
61,110.64740965,35.60653683,179.85
62,110.64740968,35.60652782,269.85
63,110.64726702,35.60652752,179.85
64,110.64726705,35.60651850,89.85
65,110.64740971,35.60651880,179.85
66,110.64740973,35.60650978,269.85
67,110.64726708,35.60650948,179.85
68,110.64726711,35.60650047,89.85
69,110.64740976,35.60650077,179.85
70,110.64740979,35.60649175,269.85
71,110.64726714,35.60649145,179.85
72,110.64726716,35.60648243,89.85
73,110.64740982,35.60648273,179.85
74,110.64740985,35.60647372,269.85
75,110.64726719,35.60647342,179.85
76,110.64726722,35.60646440,89.85
77,110.64740988,35.60646470,179.85
78,110.64740990,35.60645569,269.85
79,110.64726725,35.60645539,179.85
80,110.64726728,35.60644637,89.85
81,110.64740993,35.60644667,179.85
82,110.64740996,35.60643765,269.85
83,110.64726731,35.60643735,179.85
84,110.64726733,35.60642834,89.85
85,110.64740999,35.60642864,179.85
86,110.64741002,35.60641962,269.85
87,110.64726736,35.60641932,179.85
88,110.64726739,35.60641030,89.85
89,110.64741005,35.60641060,179.85
90,110.64741007,35.60640159,269.85
91,110.64726742,35.60640129,179.85
92,110.64726745,35.60639227,89.85
93,110.64741010,35.60639257,179.85
94,110.64741013,35.60638355,269.85
95,110.64726748,35.60638325,179.85
96,110.64726751,35.60637424,89.85
97,110.64741016,35.60637454,179.85
98,110.64741017,35.60637062,269.85
99,110.64726752,35.60637032,89.85
100,110.64741017,35.60637062,153.38
#bridge_2A_3B
101,110.64741239,35.60636701,179.77
102,110.64741256,35.60633397,206.21
#E3
103,110.64741037,35.60633036,269.75
104,110.64726786,35.60632984,179.75
105,110.64726791,35.60632083,89.75
106,110.64741042,35.60632134,179.75
107,110.64741046,35.60631232,269.75
108,110.64726796,35.60631181,179.75
109,110.64726801,35.60630279,89.75
110,110.64741051,35.60630331,179.75
111,110.64741056,35.60629429,269.75
112,110.64726806,35.60629378,179.75
113,110.64726811,35.60628476,89.75
114,110.64741061,35.60628527,179.75
115,110.64741066,35.60627626,269.75
116,110.64726816,35.60627575,179.75
117,110.64726820,35.60626673,89.75
118,110.64741071,35.60626724,179.75
119,110.64741076,35.60625822,269.75
120,110.64726825,35.60625771,179.75
121,110.64726830,35.60624870,89.75
122,110.64741080,35.60624921,179.75
123,110.64741085,35.60624019,269.75
124,110.64726835,35.60623968,179.75
125,110.64726840,35.60623066,89.75
126,110.64741090,35.60623118,179.75
127,110.64741095,35.60622216,269.75
128,110.64726845,35.60622165,179.75
129,110.64726849,35.60621263,89.75
130,110.64741100,35.60621314,179.75
131,110.64741105,35.60620413,269.75
132,110.64726854,35.60620362,179.75
133,110.64726859,35.60619460,89.75
134,110.64741109,35.60619511,179.75
135,110.64741114,35.60618609,269.75
136,110.64726864,35.60618558,179.75
137,110.64726869,35.60617657,89.75
138,110.64741119,35.60617708,179.75
139,110.64741124,35.60616806,269.75
140,110.64726874,35.60616755,179.75
141,110.64726879,35.60615853,89.75
142,110.64741129,35.60615904,179.75
143,110.64741131,35.60615519,269.75
144,110.64726881,35.60615468,89.75
145,110.64741131,35.60615519,34.29
#bridge_E3-E3out2
146,110.64741312,35.60615735,90.80
147,110.64742867,35.60615718,180.10
#bridge_E4out1-E4
148,110.64742855,35.60610108,269.74
149,110.64741280,35.60610103,354.46
#E4
150,110.64741153,35.60611168,269.79
151,110.64726934,35.60611125,179.79
152,110.64726938,35.60610223,89.79
153,110.64741157,35.60610266,179.79
154,110.64741161,35.60609365,269.79
155,110.64726942,35.60609322,179.79
156,110.64726946,35.60608420,89.79
157,110.64741165,35.60608463,179.79
158,110.64741169,35.60607561,269.79
159,110.64726950,35.60607518,179.79
160,110.64726954,35.60606617,89.79
161,110.64741173,35.60606660,179.79
162,110.64741177,35.60605758,269.79
163,110.64726958,35.60605715,179.79
164,110.64726963,35.60604814,89.79
165,110.64741181,35.60604856,179.79
166,110.64741185,35.60603955,269.79
167,110.64726967,35.60603912,179.79
168,110.64726971,35.60603010,89.79
169,110.64741189,35.60603053,179.79
170,110.64741193,35.60602152,269.79
171,110.64726975,35.60602109,179.79
172,110.64726979,35.60601207,89.79
173,110.64741198,35.60601250,179.79
174,110.64741202,35.60600348,269.79
175,110.64726983,35.60600305,179.79
176,110.64726987,35.60599404,89.79
177,110.64741206,35.60599447,179.79
178,110.64741210,35.60598545,269.79
179,110.64726991,35.60598502,179.79
180,110.64726995,35.60597600,89.79
181,110.64741214,35.60597643,179.79
182,110.64741218,35.60596742,269.79
183,110.64726999,35.60596699,179.79
184,110.64727003,35.60595797,89.79
185,110.64741222,35.60595840,179.79
186,110.64741226,35.60594938,269.79
187,110.64727007,35.60594896,179.79
188,110.64727011,35.60593994,89.79
189,110.64741230,35.60594037,179.79
190,110.64741232,35.60593605,269.79
191,110.64727013,35.60593562,89.79
192,110.64741232,35.60593605,153.37
#bridge_4A-5B
193,110.64741454,35.60593246,180.21
