序号,经度,纬度,航向角(度)
1,120.07113123,30.32080085,163.60
2,120.07115776,30.32072305,73.44
3,120.07116772,30.32072561,343.60
4,120.07114119,30.32080341,73.44
5,120.07115116,30.32080597,163.60
6,120.07117769,30.32072816,73.44
7,120.07118765,30.32073072,343.60
8,120.07116112,30.32080853,73.44
9,120.07117109,30.32081108,163.60
10,120.07119762,30.32073328,163.60
