#序号,经度,纬度,航向角(度)
1,120.07111649,30.32084408,73.44
2,120.07120617,30.32086709,163.60
3,120.07120912,30.32085845,253.44
4,120.07111943,30.32083543,163.60
5,120.07112238,30.32082679,73.44
6,120.07121207,30.32084980,163.60
7,120.07121501,30.32084116,253.44
8,120.07112533,30.32081814,163.60
9,120.07112828,30.32080950,73.44
10,120.07121796,30.32083251,73.44
