#序号,经度,纬度,航向角(度)
1,120.06746185,30.32107800,344.12
2,120.06744179,30.32113888,73.97
3,120.06745677,30.32114260,164.12
4,120.06747684,30.32108171,73.97
5,120.06749183,30.32108543,344.12
6,120.06747176,30.32114632,73.97
7,120.06748675,30.32115004,164.12
8,120.06750681,30.32108915,73.97
9,120.06752180,30.32109287,344.12
10,120.06750173,30.32115375,73.97
11,120.06751672,30.32115747,164.12
12,120.06753679,30.32109658,73.97
13,120.06755177,30.32110030,344.12
14,120.06753171,30.32116119,73.97
15,120.06754669,30.32116491,164.12
16,120.06756676,30.32110402,73.97
17,120.06757631,30.32110639,344.12
18,120.06755624,30.32116727,344.12
