#序号,经度,纬度,航向角(度)
#south_9
1,110.64776004,35.60503524,270.21
2,110.64726777,35.60503672,180.21
3,110.64726772,35.60502590,90.21
4,110.64775999,35.60502442,180.21
5,110.64775994,35.60501361,270.21
6,110.64726768,35.60501508,180.21
7,110.64726763,35.60500426,90.21
8,110.64775989,35.60500279,1.75
#bridge_9-10b
9,110.64776115,35.60503614,179.60
10,110.64776161,35.60498175,269.87
#south_10_long_block
11,110.64727116,35.60498087,180.15
12,110.64727067,35.60483313,90.15
13,110.64728392,35.60483310,0.15
14,110.64728440,35.60498084,90.15
15,110.64729765,35.60498081,180.15
16,110.64729717,35.60483307,90.15
17,110.64731042,35.60483304,0.15
18,110.64731090,35.60498078,90.15
19,110.64732415,35.60498075,180.15
20,110.64732367,35.60483301,90.15
21,110.64733692,35.60483299,0.15
22,110.64733740,35.60498072,90.15
23,110.64735065,35.60498070,180.15
24,110.64735017,35.60483296,90.15
25,110.64736341,35.60483293,0.15
26,110.64736390,35.60498067,90.15
27,110.64737714,35.60498064,180.15
28,110.64737666,35.60483290,90.15
29,110.64738991,35.60483287,0.15
30,110.64739039,35.60498061,90.15
31,110.64740364,35.60498058,180.15
32,110.64740316,35.60483284,90.15
33,110.64741641,35.60483281,0.15
34,110.64741689,35.60498055,90.56
#south_10
35,110.64742771,35.60498047,89.92
36,110.64776051,35.60498085,179.92
37,110.64776053,35.60497003,269.92
38,110.64742773,35.60496965,179.92
39,110.64742775,35.60495883,89.92
40,110.64776055,35.60495921,179.92
41,110.64776056,35.60494839,269.92
42,110.64742777,35.60494801,179.92
43,110.64742779,35.60493719,89.92
44,110.64776058,35.60493757,179.92
45,110.64776060,35.60492675,269.92
46,110.64742781,35.60492637,179.92
47,110.64742782,35.60491555,89.92
48,110.64776062,35.60491593,179.92
49,110.64776064,35.60490511,269.92
50,110.64742784,35.60490473,179.92
51,110.64742786,35.60489391,89.92
52,110.64776066,35.60489429,179.92
53,110.64776068,35.60488347,269.92
54,110.64742788,35.60488309,179.92
55,110.64742790,35.60487227,89.92
56,110.64776069,35.60487265,179.92
57,110.64776071,35.60486183,269.92
58,110.64742792,35.60486145,179.92
59,110.64742793,35.60485344,89.92
60,110.64776073,35.60485382,0.32
#bridge_10-11b
61,110.64776161,35.60498175,179.79
62,110.64776265,35.60475014,269.63
#south_11_long_block
63,110.64727200,35.60474759,179.90
64,110.64727249,35.60450639,89.90
65,110.64728574,35.60450640,359.90
66,110.64728524,35.60474761,89.90
67,110.64729849,35.60474763,179.90
68,110.64729899,35.60450642,89.90
69,110.64731224,35.60450644,359.90
70,110.64731174,35.60474765,89.90
71,110.64732499,35.60474766,179.90
72,110.64732549,35.60450646,89.90
73,110.64733874,35.60450648,359.90
74,110.64733824,35.60474768,89.90
75,110.64735149,35.60474770,179.90
76,110.64735198,35.60450650,89.90
77,110.64736523,35.60450651,359.90
78,110.64736473,35.60474772,89.90
79,110.64737798,35.60474774,179.90
80,110.64737848,35.60450653,89.90
81,110.64739173,35.60450655,359.90
82,110.64739123,35.60474776,89.90
83,110.64740448,35.60474777,179.90
84,110.64740498,35.60450657,89.90
85,110.64741823,35.60450659,359.90
86,110.64741773,35.60474779,83.38
#south_11
87,110.64742797,35.60474876,89.90
88,110.64776155,35.60474924,179.90
89,110.64776157,35.60473842,269.90
90,110.64742800,35.60473794,179.90
91,110.64742802,35.60472712,89.90
92,110.64776160,35.60472760,179.90
93,110.64776162,35.60471678,269.90
94,110.64742804,35.60471630,179.90
95,110.64742807,35.60470548,89.90
96,110.64776164,35.60470596,179.90
97,110.64776167,35.60469514,269.90
98,110.64742809,35.60469466,179.90
99,110.64742811,35.60468384,89.90
100,110.64776169,35.60468432,179.90
101,110.64776171,35.60467350,269.90
102,110.64742814,35.60467302,179.90
103,110.64742816,35.60466220,89.90
104,110.64776174,35.60466268,179.90
105,110.64776176,35.60465186,269.90
106,110.64742818,35.60465138,179.90
107,110.64742821,35.60464056,89.90
108,110.64776178,35.60464104,179.90
109,110.64776181,35.60463022,269.90
110,110.64742823,35.60462974,179.90
111,110.64742825,35.60461892,89.90
112,110.64776183,35.60461940,179.90
113,110.64776185,35.60460858,269.90
114,110.64742828,35.60460810,179.90
115,110.64742830,35.60459728,89.90
116,110.64776188,35.60459776,179.90
117,110.64776190,35.60458694,269.90
118,110.64742832,35.60458646,179.90
119,110.64742835,35.60457564,89.90
120,110.64776192,35.60457612,179.90
121,110.64776195,35.60456530,269.90
122,110.64742837,35.60456482,179.90
123,110.64742839,35.60455400,89.90
124,110.64776197,35.60455449,179.90
125,110.64776199,35.60454367,269.90
126,110.64742842,35.60454318,179.90
127,110.64742844,35.60453236,89.90
128,110.64776202,35.60453285,179.56
#south_12
129,110.64776306,35.60442101,269.83
130,110.64727117,35.60441980,179.83
131,110.64727121,35.60440898,89.83
132,110.64776310,35.60441019,179.83
133,110.64776314,35.60439937,269.83
134,110.64727125,35.60439816,179.83
135,110.64727129,35.60438734,89.83
136,110.64776318,35.60438855,179.83
137,110.64776322,35.60437773,269.83
138,110.64727133,35.60437652,179.83
139,110.64727137,35.60436570,89.83
140,110.64776326,35.60436691,179.83
141,110.64776330,35.60435609,269.83
142,110.64727141,35.60435488,179.83
143,110.64727145,35.60434406,89.83
144,110.64776334,35.60434527,179.83
145,110.64776338,35.60433445,269.83
146,110.64727149,35.60433324,179.83
147,110.64727153,35.60432242,89.83
148,110.64776342,35.60432363,179.83
149,110.64776346,35.60431281,269.83
150,110.64727157,35.60431160,179.83
151,110.64727161,35.60430078,89.83
152,110.64776350,35.60430199,179.83
153,110.64776353,35.60429363,269.83
154,110.64727164,35.60429243,89.83
155,110.64776353,35.60429363,0.23
#bridge_12-13b
156,110.64776416,35.60442191,179.86
157,110.64776464,35.60426222,269.79
#south_13_long_block
158,110.64727432,35.60426072,179.84
159,110.64727477,35.60413368,89.84
160,110.64728802,35.60413371,359.84
161,110.64728757,35.60426075,89.84
162,110.64730082,35.60426078,179.84
163,110.64730126,35.60413374,89.84
164,110.64731451,35.60413377,359.84
165,110.64731407,35.60426082,89.84
166,110.64732732,35.60426085,179.84
167,110.64732776,35.60413380,89.84
168,110.64734101,35.60413384,359.84
169,110.64734056,35.60426088,89.84
170,110.64735381,35.60426091,179.84
171,110.64735426,35.60413387,89.84
172,110.64736751,35.60413390,359.84
173,110.64736706,35.60426094,89.84
174,110.64738031,35.60426097,179.84
175,110.64738075,35.60413393,89.84
176,110.64739400,35.60413396,359.84
177,110.64739356,35.60426100,89.84
178,110.64740681,35.60426103,179.84
179,110.64740725,35.60413399,89.84
180,110.64742050,35.60413402,359.84
181,110.64742005,35.60426106,92.10
#south_13
182,110.64743026,35.60426076,89.88
183,110.64776354,35.60426131,179.88
184,110.64776357,35.60425049,269.88
185,110.64743028,35.60424994,179.88
186,110.64743031,35.60423912,89.88
187,110.64776360,35.60423967,179.88
188,110.64776362,35.60422886,269.88
189,110.64743034,35.60422830,179.88
190,110.64743036,35.60421748,89.88
191,110.64776365,35.60421804,179.88
192,110.64776368,35.60420722,269.88
193,110.64743039,35.60420666,179.88
194,110.64743042,35.60419584,89.88
195,110.64776370,35.60419640,179.88
196,110.64776373,35.60418558,269.88
197,110.64743044,35.60418502,179.88
198,110.64743047,35.60417420,89.88
199,110.64776376,35.60417476,179.88
200,110.64776379,35.60416394,269.88
201,110.64743050,35.60416338,179.88
202,110.64743052,35.60415424,89.88
203,110.64776381,35.60415480,179.72
#south_14
204,110.64776448,35.60404311,269.57
205,110.64727239,35.60404009,179.57
206,110.64727249,35.60402927,89.57
207,110.64776458,35.60403229,179.57
208,110.64776468,35.60402147,269.57
209,110.64727259,35.60401845,179.57
210,110.64727269,35.60400763,89.57
