序号,经度,纬度,航向角(度)
#bridge_5B-6B
170,110.64741229,35.60335280,270.00
171,110.64729082,35.60335280,90.00
172,110.64729087,35.60335280,180.00
173,110.64729087,35.60334375,90.00
174,110.64741233,35.60334375,90.00
175,110.64741238,35.60334375,180.00
176,110.64741238,35.60333470,270.00
177,110.64729092,35.60333470,90.00
178,110.64729097,35.60333470,180.00
179,110.64729097,35.60332566,90.00
180,110.64741243,35.60332566,90.00
181,110.64741248,35.60332566,180.00
182,110.64741248,35.60331661,270.00
183,110.64729102,35.60331661,90.00
#E17_upB_downC
184,110.64741248,35.60331661,89.98
185,110.64742454,35.60331661,359.98
186,110.64742450,35.60344434,89.57
187,110.64745904,35.60344455,152.04
188,110.64747132,35.60342573,89.89
#E17_down
189,110.64761254,35.60342596,89.89
190,110.64775375,35.60342618,89.89
191,110.64775379,35.60342618,179.89
192,110.64775381,35.60341713,269.89
193,110.64761260,35.60341691,269.89
194,110.64747139,35.60341669,89.89
195,110.64747143,35.60341669,179.89
196,110.64747145,35.60340764,89.89
197,110.64761266,35.60340786,89.89
198,110.64775388,35.60340809,89.89
199,110.64775392,35.60340809,179.89
200,110.64775394,35.60339904,269.89
201,110.64761273,35.60339882,269.89
202,110.64747152,35.60339859,89.89
203,110.64747156,35.60339859,179.89
204,110.64747158,35.60338955,89.89
205,110.64761279,35.60338977,89.89
206,110.64775401,35.60338999,89.89
207,110.64775405,35.60338999,179.89
208,110.64775407,35.60338095,269.89
209,110.64761286,35.60338072,269.89
210,110.64747165,35.60338050,89.89
211,110.64747169,35.60338050,179.89
212,110.64747171,35.60337146,89.89
213,110.64761292,35.60337168,89.89
214,110.64775413,35.60337190,89.89
215,110.64775418,35.60337190,179.89
216,110.64775420,35.60336285,269.89
217,110.64761299,35.60336263,269.89
218,110.64747178,35.60336241,89.89
219,110.64747182,35.60336241,179.89
220,110.64747184,35.60335336,89.89
221,110.64761305,35.60335359,89.89
222,110.64775426,35.60335381,89.89
223,110.64775431,35.60335381,179.89
224,110.64775433,35.60334476,269.89
225,110.64761312,35.60334454,269.89
226,110.64747191,35.60334432,89.89
227,110.64747195,35.60334432,179.89
228,110.64747197,35.60333527,89.89
229,110.64761318,35.60333549,89.89
230,110.64775439,35.60333571,89.89
231,110.64775444,35.60333571,179.89
232,110.64775446,35.60332667,269.89
233,110.64761325,35.60332645,269.89
234,110.64747204,35.60332622,89.89
235,110.64747208,35.60332622,179.89
236,110.64747210,35.60331718,89.89
237,110.64761331,35.60331740,89.89
238,110.64775452,35.60331762,134.98
#bridge_17A-18B
239,110.64776897,35.60330588,179.67
240,110.64776898,35.60330498,179.68
241,110.64776923,35.60326794,212.26
242,110.64775496,35.60324956,269.80
#E18
243,110.64760024,35.60324912,269.80
244,110.64744551,35.60324868,269.80
245,110.64741276,35.60324859,269.80
246,110.64729098,35.60324824,269.80
247,110.64729096,35.60324824,179.80
248,110.64729100,35.60323919,89.80
249,110.64741279,35.60323954,89.80
250,110.64744556,35.60323963,89.80
251,110.64760028,35.60324007,89.80
252,110.64775501,35.60324051,89.80
253,110.64775502,35.60324051,179.80
254,110.64775506,35.60323146,269.80
255,110.64760033,35.60323103,269.80
256,110.64744560,35.60323059,89.80
257,110.64744561,35.60323059,179.80
258,110.64744565,35.60322154,89.80
259,110.64760038,35.60322198,89.80
260,110.64775510,35.60322242,89.80
261,110.64775511,35.60322242,179.80
262,110.64775515,35.60321337,269.80
263,110.64760042,35.60321293,269.80
264,110.64744570,35.60321249,269.80
265,110.64741287,35.60321240,269.80
266,110.64729108,35.60321205,269.80
267,110.64729107,35.60321205,179.80
268,110.64729111,35.60320301,89.80
269,110.64741289,35.60320335,89.80
270,110.64741292,35.60320335,359.80
271,110.64741284,35.60322145,269.80
272,110.64729106,35.60322110,359.80
273,110.64729102,35.60323015,89.80
274,110.64741281,35.60323049,269.80
275,110.64729103,35.60323015,89.80
276,110.64729106,35.60323015,359.80
277,110.64729095,35.60325729,89.80
278,110.64741273,35.60325763,89.80
279,110.64744547,35.60325772,89.80
280,110.64760019,35.60325816,89.80
281,110.64775492,35.60325860,43.98
282,110.64776922,35.60327065,359.67
#back_18B-17A_stop
283,110.64776897,35.60330588,359.67
#back_17B-16A
284,110.64776797,35.60344504,0.25
285,110.64776811,35.60346909,359.83
#back_16B-15A
286,110.64776761,35.60360864,359.77
287,110.64776706,35.60371975,359.88
#back_15B-14A
288,110.64776678,35.60382802,0.61
289,110.64776724,35.60386301,359.57
#back_14B-13A
290,110.64776557,35.60404402,359.72
291,110.64776491,35.60415390,359.88
#back_13B-12A
292,110.64776464,35.60426222,359.99
293,110.64776464,35.60429273,359.83
#back_12B-11A
294,110.64776416,35.60442191,359.55
295,110.64776313,35.60452750,359.90
#back_11B-10A
296,110.64776265,35.60475014,359.63
297,110.64776183,35.60485292,359.73
#back_9A-8B
298,110.64776099,35.60500043,359.87
299,110.64776064,35.60512645,359.87
300,110.64776029,35.60525247,359.63
#back_7A-7bA
301,110.64776001,35.60528695,269.85
302,110.64764542,35.60528670,269.85
303,110.64753083,35.60528645,269.85
304,110.64741624,35.60528620,359.74
#back_7bB-6A
305,110.64741521,35.60546725,2.22
306,110.64741690,35.60550265,359.88
#back_6B-5A
307,110.64741642,35.60568374,359.97
308,110.64741640,35.60571754,359.77
#back_5B-4A
309,110.64741549,35.60589857,0.21
310,110.64741564,35.60593336,0.21
